category	chemical_id	chemical_name	disease_id	disease_name	piece
	DB00014		DOID:0050742		
	DB00014		DOID:0060073		
DM	DB00014	Goserelin	DOID:10283	prostate cancer	2.0
	DB00014		DOID:11714		
	DB00014		DOID:12995		
	DB00014		DOID:1312		
	DB00014		DOID:14221		
	DB00014		DOID:14227		
	DB00014		DOID:14268		
	DB00014		DOID:184		
	DB00014		DOID:216		
	DB00014		DOID:3277		
	DB00014		DOID:332		
	DB00014		DOID:3565		
	DB00014		DOID:4989		
	DB00014		DOID:585		
	DB00014		DOID:824		
	DB00014		DOID:8398		
	DB00014		DOID:9206		
	DB00014		DOID:9744		
	DB00014		DOID:9835		
	DB00091		DOID:0050742		
	DB00091		DOID:0060073		
	DB00091		DOID:11714		
	DB00091		DOID:12995		
DM	DB00091	Cyclosporine	DOID:1312	focal segmental glomerulosclerosis	4.0
	DB00091		DOID:14221		
	DB00091		DOID:14227		
	DB00091		DOID:14268		
	DB00091		DOID:184		
	DB00091		DOID:216		
	DB00091		DOID:3277		
	DB00091		DOID:332		
	DB00091		DOID:3565		
	DB00091		DOID:4989		
	DB00091		DOID:585		
DM	DB00091	Cyclosporine	DOID:7148	rheumatoid arthritis	4.0
	DB00091		DOID:824		
	DB00091		DOID:8398		
DM	DB00091	Cyclosporine	DOID:8893	psoriasis	4.0
	DB00091		DOID:9206		
	DB00091		DOID:9744		
	DB00091		DOID:9835		
	DB00104		DOID:0050425		
	DB00104		DOID:0050741		
	DB00104		DOID:0050742		
	DB00104		DOID:0060073		
	DB00104		DOID:1024		
	DB00104		DOID:10283		
	DB00104		DOID:10534		
	DB00104		DOID:10652		
	DB00104		DOID:10763		
	DB00104		DOID:1094		
	DB00104		DOID:11054		
	DB00104		DOID:11119		
	DB00104		DOID:1115		
	DB00104		DOID:11476		
	DB00104		DOID:11612		
	DB00104		DOID:11714		
	DB00104		DOID:1192		
	DB00104		DOID:11934		
	DB00104		DOID:12236		
	DB00104		DOID:12306		
	DB00104		DOID:12361		
	DB00104		DOID:12365		
	DB00104		DOID:12849		
	DB00104		DOID:12930		
	DB00104		DOID:12995		
	DB00104		DOID:1312		
	DB00104		DOID:13189		
	DB00104		DOID:1319		
	DB00104		DOID:1324		
	DB00104		DOID:14221		
	DB00104		DOID:14227		
	DB00104		DOID:14268		
	DB00104		DOID:14330		
	DB00104		DOID:1459		
	DB00104		DOID:1595		
	DB00104		DOID:1612		
	DB00104		DOID:1686		
	DB00104		DOID:1781		
SYM	DB00104	Octreotide	DOID:1793	pancreatic cancer	1.0
	DB00104		DOID:1826		
	DB00104		DOID:184		
	DB00104		DOID:1909		
	DB00104		DOID:1936		
	DB00104		DOID:2043		
	DB00104		DOID:216		
	DB00104		DOID:2174		
	DB00104		DOID:219		
	DB00104		DOID:2355		
	DB00104		DOID:2377		
	DB00104		DOID:2394		
	DB00104		DOID:2531		
	DB00104		DOID:263		
	DB00104		DOID:2841		
	DB00104		DOID:2994		
	DB00104		DOID:2998		
	DB00104		DOID:3070		
	DB00104		DOID:3083		
DM	DB00104	Octreotide	DOID:3277	thymus cancer	3.0
	DB00104		DOID:3310		
	DB00104		DOID:3312		
	DB00104		DOID:332		
	DB00104		DOID:3393		
	DB00104		DOID:3565		
	DB00104		DOID:3571		
	DB00104		DOID:363		
	DB00104		DOID:4045		
	DB00104		DOID:4159		
	DB00104		DOID:418		
	DB00104		DOID:4481		
SYM	DB00104	Octreotide	DOID:4989	pancreatitis	1.0
	DB00104		DOID:5041		
	DB00104		DOID:5408		
	DB00104		DOID:5419		
	DB00104		DOID:585		
	DB00104		DOID:594		
	DB00104		DOID:635		
	DB00104		DOID:6364		
	DB00104		DOID:7147		
	DB00104		DOID:7148		
	DB00104		DOID:784		
	DB00104		DOID:824		
	DB00104		DOID:8398		
	DB00104		DOID:8577		
	DB00104		DOID:8778		
	DB00104		DOID:8893		
	DB00104		DOID:8986		
	DB00104		DOID:9008		
	DB00104		DOID:9074		
	DB00104		DOID:9206		
	DB00104		DOID:9352		
SYM	DB00104	Octreotide	DOID:9744	type 1 diabetes mellitus	1.0
	DB00104		DOID:9835		
	DB00104		DOID:9970		
	DB00122		DOID:0050425		
	DB00122		DOID:0050741		
	DB00122		DOID:0050742		
	DB00122		DOID:0060073		
	DB00122		DOID:1024		
	DB00122		DOID:10283		
	DB00122		DOID:10534		
	DB00122		DOID:10652		
	DB00122		DOID:10763		
	DB00122		DOID:1094		
	DB00122		DOID:11054		
	DB00122		DOID:11119		
	DB00122		DOID:1115		
	DB00122		DOID:11476		
	DB00122		DOID:11612		
	DB00122		DOID:11714		
	DB00122		DOID:1192		
	DB00122		DOID:11934		
	DB00122		DOID:12236		
	DB00122		DOID:12306		
	DB00122		DOID:12361		
	DB00122		DOID:12365		
	DB00122		DOID:12849		
	DB00122		DOID:12930		
	DB00122		DOID:12995		
	DB00122		DOID:1312		
	DB00122		DOID:13189		
	DB00122		DOID:1319		
	DB00122		DOID:1324		
	DB00122		DOID:14221		
	DB00122		DOID:14227		
	DB00122		DOID:14268		
	DB00122		DOID:14330		
	DB00122		DOID:1459		
	DB00122		DOID:1595		
	DB00122		DOID:1612		
	DB00122		DOID:1686		
	DB00122		DOID:1781		
	DB00122		DOID:1793		
	DB00122		DOID:1826		
	DB00122		DOID:184		
	DB00122		DOID:1909		
	DB00122		DOID:1936		
	DB00122		DOID:2043		
	DB00122		DOID:216		
	DB00122		DOID:2174		
	DB00122		DOID:219		
	DB00122		DOID:2355		
	DB00122		DOID:2377		
	DB00122		DOID:2394		
	DB00122		DOID:2531		
	DB00122		DOID:263		
	DB00122		DOID:2841		
	DB00122		DOID:2994		
	DB00122		DOID:2998		
	DB00122		DOID:3070		
	DB00122		DOID:3083		
	DB00122		DOID:3277		
	DB00122		DOID:3310		
	DB00122		DOID:3312		
	DB00122		DOID:332		
	DB00122		DOID:3393		
	DB00122		DOID:3565		
	DB00122		DOID:3571		
	DB00122		DOID:363		
	DB00122		DOID:4045		
	DB00122		DOID:4159		
	DB00122		DOID:418		
	DB00122		DOID:4481		
	DB00122		DOID:4989		
	DB00122		DOID:5041		
	DB00122		DOID:5408		
	DB00122		DOID:5419		
	DB00122		DOID:585		
	DB00122		DOID:594		
	DB00122		DOID:635		
	DB00122		DOID:6364		
	DB00122		DOID:7147		
NOT	DB00122	Choline	DOID:7148	rheumatoid arthritis	1.0
	DB00122		DOID:784		
	DB00122		DOID:824		
SYM	DB00122	Choline	DOID:8398	osteoarthritis	2.0
	DB00122		DOID:8577		
	DB00122		DOID:8778		
	DB00122		DOID:8893		
	DB00122		DOID:8986		
	DB00122		DOID:9008		
	DB00122		DOID:9074		
	DB00122		DOID:9206		
	DB00122		DOID:9352		
	DB00122		DOID:9744		
	DB00122		DOID:9835		
	DB00122		DOID:9970		
	DB00126		DOID:0050425		
	DB00126		DOID:0050741		
	DB00126		DOID:0050742		
	DB00126		DOID:0060073		
	DB00126		DOID:1024		
DM	DB00126	Vitamin C	DOID:10283	prostate cancer	3.0
	DB00126		DOID:10534		
	DB00126		DOID:10652		
	DB00126		DOID:10763		
	DB00126		DOID:1094		
	DB00126		DOID:11054		
	DB00126		DOID:11119		
	DB00126		DOID:1115		
	DB00126		DOID:11476		
	DB00126		DOID:11612		
	DB00126		DOID:11714		
	DB00126		DOID:1192		
	DB00126		DOID:11934		
	DB00126		DOID:12236		
	DB00126		DOID:12306		
	DB00126		DOID:12361		
	DB00126		DOID:12365		
	DB00126		DOID:12849		
	DB00126		DOID:12930		
	DB00126		DOID:12995		
	DB00126		DOID:1312		
	DB00126		DOID:13189		
	DB00126		DOID:1319		
	DB00126		DOID:1324		
	DB00126		DOID:14221		
	DB00126		DOID:14227		
	DB00126		DOID:14268		
	DB00126		DOID:14330		
	DB00126		DOID:1459		
	DB00126		DOID:1595		
	DB00126		DOID:1612		
	DB00126		DOID:1686		
	DB00126		DOID:1781		
	DB00126		DOID:1793		
	DB00126		DOID:1826		
	DB00126		DOID:184		
	DB00126		DOID:1909		
	DB00126		DOID:1936		
	DB00126		DOID:2043		
	DB00126		DOID:216		
	DB00126		DOID:2174		
	DB00126		DOID:219		
NOT	DB00126	Vitamin C	DOID:2355	anemia	1.0
	DB00126		DOID:2377		
	DB00126		DOID:2394		
	DB00126		DOID:2531		
	DB00126		DOID:263		
	DB00126		DOID:2841		
	DB00126		DOID:2994		
	DB00126		DOID:2998		
	DB00126		DOID:3070		
	DB00126		DOID:3083		
	DB00126		DOID:3277		
	DB00126		DOID:3310		
	DB00126		DOID:3312		
	DB00126		DOID:332		
	DB00126		DOID:3393		
	DB00126		DOID:3565		
	DB00126		DOID:3571		
	DB00126		DOID:363		
	DB00126		DOID:4045		
	DB00126		DOID:4159		
	DB00126		DOID:418		
	DB00126		DOID:4481		
	DB00126		DOID:4989		
	DB00126		DOID:5041		
	DB00126		DOID:5408		
	DB00126		DOID:5419		
	DB00126		DOID:585		
	DB00126		DOID:594		
	DB00126		DOID:635		
	DB00126		DOID:6364		
	DB00126		DOID:7147		
	DB00126		DOID:7148		
	DB00126		DOID:784		
	DB00126		DOID:824		
	DB00126		DOID:8398		
	DB00126		DOID:8577		
	DB00126		DOID:8778		
	DB00126		DOID:8893		
	DB00126		DOID:8986		
	DB00126		DOID:9008		
	DB00126		DOID:9074		
	DB00126		DOID:9206		
	DB00126		DOID:9352		
	DB00126		DOID:9744		
	DB00126		DOID:9835		
	DB00126		DOID:9970		
	DB00136		DOID:0050742		
	DB00136		DOID:0060073		
DM	DB00136	Calcitriol	DOID:11476	osteoporosis	3.0
	DB00136		DOID:11714		
	DB00136		DOID:12995		
	DB00136		DOID:1312		
	DB00136		DOID:14221		
	DB00136		DOID:14227		
	DB00136		DOID:14268		
	DB00136		DOID:184		
	DB00136		DOID:216		
	DB00136		DOID:3277		
	DB00136		DOID:332		
	DB00136		DOID:3565		
	DB00136		DOID:4989		
	DB00136		DOID:585		
	DB00136		DOID:824		
	DB00136		DOID:8398		
DM	DB00136	Calcitriol	DOID:8893	psoriasis	4.0
	DB00136		DOID:9206		
	DB00136		DOID:9744		
	DB00136		DOID:9835		
	DB00153		DOID:0050425		
	DB00153		DOID:0050741		
	DB00153		DOID:0050742		
	DB00153		DOID:0060073		
	DB00153		DOID:1024		
	DB00153		DOID:10283		
	DB00153		DOID:10534		
	DB00153		DOID:10652		
	DB00153		DOID:10763		
	DB00153		DOID:1094		
	DB00153		DOID:11054		
	DB00153		DOID:11119		
	DB00153		DOID:1115		
DM	DB00153	Ergocalciferol	DOID:11476	osteoporosis	1.0
	DB00153		DOID:11612		
	DB00153		DOID:11714		
	DB00153		DOID:1192		
	DB00153		DOID:11934		
	DB00153		DOID:12236		
	DB00153		DOID:12306		
	DB00153		DOID:12361		
	DB00153		DOID:12365		
	DB00153		DOID:12849		
	DB00153		DOID:12930		
	DB00153		DOID:12995		
	DB00153		DOID:1312		
	DB00153		DOID:13189		
	DB00153		DOID:1319		
	DB00153		DOID:1324		
NOT	DB00153	Ergocalciferol	DOID:14221	metabolic syndrome X	1.0
	DB00153		DOID:14227		
	DB00153		DOID:14268		
	DB00153		DOID:14330		
	DB00153		DOID:1459		
	DB00153		DOID:1595		
	DB00153		DOID:1612		
	DB00153		DOID:1686		
	DB00153		DOID:1781		
	DB00153		DOID:1793		
	DB00153		DOID:1826		
	DB00153		DOID:184		
	DB00153		DOID:1909		
	DB00153		DOID:1936		
	DB00153		DOID:2043		
	DB00153		DOID:216		
	DB00153		DOID:2174		
	DB00153		DOID:219		
	DB00153		DOID:2355		
	DB00153		DOID:2377		
	DB00153		DOID:2394		
	DB00153		DOID:2531		
	DB00153		DOID:263		
	DB00153		DOID:2841		
	DB00153		DOID:2994		
	DB00153		DOID:2998		
	DB00153		DOID:3070		
	DB00153		DOID:3083		
	DB00153		DOID:3277		
	DB00153		DOID:3310		
	DB00153		DOID:3312		
	DB00153		DOID:332		
	DB00153		DOID:3393		
	DB00153		DOID:3565		
	DB00153		DOID:3571		
	DB00153		DOID:363		
	DB00153		DOID:4045		
	DB00153		DOID:4159		
	DB00153		DOID:418		
	DB00153		DOID:4481		
	DB00153		DOID:4989		
	DB00153		DOID:5041		
	DB00153		DOID:5408		
	DB00153		DOID:5419		
	DB00153		DOID:585		
	DB00153		DOID:594		
	DB00153		DOID:635		
	DB00153		DOID:6364		
	DB00153		DOID:7147		
DM	DB00153	Ergocalciferol	DOID:7148	rheumatoid arthritis	3.0
	DB00153		DOID:784		
	DB00153		DOID:824		
	DB00153		DOID:8398		
	DB00153		DOID:8577		
	DB00153		DOID:8778		
	DB00153		DOID:8893		
	DB00153		DOID:8986		
	DB00153		DOID:9008		
	DB00153		DOID:9074		
	DB00153		DOID:9206		
	DB00153		DOID:9352		
	DB00153		DOID:9744		
	DB00153		DOID:9835		
	DB00153		DOID:9970		
NOT	DB00158	Folic Acid	DOID:0050741	alcohol dependence	1.0
	DB00158		DOID:0050742		
	DB00158		DOID:0060073		
	DB00158		DOID:11714		
	DB00158		DOID:12995		
	DB00158		DOID:1312		
NOT	DB00158	Folic Acid	DOID:1324	lung cancer	4.0
	DB00158		DOID:14221		
	DB00158		DOID:14227		
	DB00158		DOID:14268		
NOT	DB00158	Folic Acid	DOID:1826	epilepsy syndrome	1.0
	DB00158		DOID:184		
	DB00158		DOID:216		
NOT	DB00158	Folic Acid	DOID:2355	anemia	3.0
	DB00158		DOID:3277		
	DB00158		DOID:332		
	DB00158		DOID:3565		
NOT	DB00158	Folic Acid	DOID:418	systemic scleroderma	4.0
	DB00158		DOID:4989		
	DB00158		DOID:585		
NOT	DB00158	Folic Acid	DOID:7147	ankylosing spondylitis	3.0
	DB00158		DOID:824		
	DB00158		DOID:8398		
NOT	DB00158	Folic Acid	DOID:8778	Crohn's disease	1.0
NOT	DB00158	Folic Acid	DOID:9074	systemic lupus erythematosus	1.0
	DB00158		DOID:9206		
	DB00158		DOID:9744		
	DB00158		DOID:9835		
	DB00163		DOID:0050425		
	DB00163		DOID:0050741		
	DB00163		DOID:0050742		
	DB00163		DOID:0060073		
	DB00163		DOID:1024		
	DB00163		DOID:10283		
	DB00163		DOID:10534		
NOT	DB00163	Vitamin E	DOID:10652	Alzheimer's disease	1.0
	DB00163		DOID:10763		
	DB00163		DOID:1094		
	DB00163		DOID:11054		
	DB00163		DOID:11119		
	DB00163		DOID:1115		
	DB00163		DOID:11476		
	DB00163		DOID:11612		
	DB00163		DOID:11714		
	DB00163		DOID:1192		
	DB00163		DOID:11934		
	DB00163		DOID:12236		
	DB00163		DOID:12306		
	DB00163		DOID:12361		
	DB00163		DOID:12365		
	DB00163		DOID:12849		
	DB00163		DOID:12930		
	DB00163		DOID:12995		
	DB00163		DOID:1312		
	DB00163		DOID:13189		
	DB00163		DOID:1319		
	DB00163		DOID:1324		
	DB00163		DOID:14221		
	DB00163		DOID:14227		
	DB00163		DOID:14268		
	DB00163		DOID:14330		
	DB00163		DOID:1459		
	DB00163		DOID:1595		
	DB00163		DOID:1612		
	DB00163		DOID:1686		
	DB00163		DOID:1781		
	DB00163		DOID:1793		
	DB00163		DOID:1826		
	DB00163		DOID:184		
	DB00163		DOID:1909		
	DB00163		DOID:1936		
	DB00163		DOID:2043		
	DB00163		DOID:216		
	DB00163		DOID:2174		
	DB00163		DOID:219		
NOT	DB00163	Vitamin E	DOID:2355	anemia	3.0
	DB00163		DOID:2377		
	DB00163		DOID:2394		
	DB00163		DOID:2531		
	DB00163		DOID:263		
	DB00163		DOID:2841		
	DB00163		DOID:2994		
	DB00163		DOID:2998		
	DB00163		DOID:3070		
	DB00163		DOID:3083		
	DB00163		DOID:3277		
	DB00163		DOID:3310		
	DB00163		DOID:3312		
	DB00163		DOID:332		
	DB00163		DOID:3393		
	DB00163		DOID:3565		
	DB00163		DOID:3571		
	DB00163		DOID:363		
	DB00163		DOID:4045		
	DB00163		DOID:4159		
	DB00163		DOID:418		
	DB00163		DOID:4481		
	DB00163		DOID:4989		
	DB00163		DOID:5041		
	DB00163		DOID:5408		
	DB00163		DOID:5419		
	DB00163		DOID:585		
	DB00163		DOID:594		
	DB00163		DOID:635		
	DB00163		DOID:6364		
	DB00163		DOID:7147		
	DB00163		DOID:7148		
	DB00163		DOID:784		
	DB00163		DOID:824		
	DB00163		DOID:8398		
	DB00163		DOID:8577		
	DB00163		DOID:8778		
	DB00163		DOID:8893		
	DB00163		DOID:8986		
	DB00163		DOID:9008		
	DB00163		DOID:9074		
	DB00163		DOID:9206		
	DB00163		DOID:9352		
	DB00163		DOID:9744		
	DB00163		DOID:9835		
	DB00163		DOID:9970		
	DB00165		DOID:0050425		
	DB00165		DOID:0050741		
	DB00165		DOID:0050742		
	DB00165		DOID:0060073		
	DB00165		DOID:1024		
	DB00165		DOID:10283		
	DB00165		DOID:10534		
	DB00165		DOID:10652		
	DB00165		DOID:10763		
	DB00165		DOID:1094		
	DB00165		DOID:11054		
	DB00165		DOID:11119		
	DB00165		DOID:1115		
	DB00165		DOID:11476		
	DB00165		DOID:11612		
	DB00165		DOID:11714		
	DB00165		DOID:1192		
	DB00165		DOID:11934		
	DB00165		DOID:12236		
	DB00165		DOID:12306		
	DB00165		DOID:12361		
	DB00165		DOID:12365		
	DB00165		DOID:12849		
	DB00165		DOID:12930		
	DB00165		DOID:12995		
	DB00165		DOID:1312		
	DB00165		DOID:13189		
	DB00165		DOID:1319		
	DB00165		DOID:1324		
	DB00165		DOID:14221		
	DB00165		DOID:14227		
	DB00165		DOID:14268		
	DB00165		DOID:14330		
	DB00165		DOID:1459		
	DB00165		DOID:1595		
	DB00165		DOID:1612		
	DB00165		DOID:1686		
	DB00165		DOID:1781		
	DB00165		DOID:1793		
	DB00165		DOID:1826		
	DB00165		DOID:184		
	DB00165		DOID:1909		
	DB00165		DOID:1936		
	DB00165		DOID:2043		
	DB00165		DOID:216		
	DB00165		DOID:2174		
	DB00165		DOID:219		
NOT	DB00165	Pyridoxine	DOID:2355	anemia	3.0
	DB00165		DOID:2377		
	DB00165		DOID:2394		
	DB00165		DOID:2531		
	DB00165		DOID:263		
	DB00165		DOID:2841		
	DB00165		DOID:2994		
	DB00165		DOID:2998		
	DB00165		DOID:3070		
	DB00165		DOID:3083		
	DB00165		DOID:3277		
	DB00165		DOID:3310		
	DB00165		DOID:3312		
	DB00165		DOID:332		
	DB00165		DOID:3393		
	DB00165		DOID:3565		
	DB00165		DOID:3571		
	DB00165		DOID:363		
	DB00165		DOID:4045		
	DB00165		DOID:4159		
	DB00165		DOID:418		
	DB00165		DOID:4481		
	DB00165		DOID:4989		
	DB00165		DOID:5041		
	DB00165		DOID:5408		
	DB00165		DOID:5419		
	DB00165		DOID:585		
	DB00165		DOID:594		
	DB00165		DOID:635		
	DB00165		DOID:6364		
	DB00165		DOID:7147		
	DB00165		DOID:7148		
	DB00165		DOID:784		
	DB00165		DOID:824		
	DB00165		DOID:8398		
	DB00165		DOID:8577		
	DB00165		DOID:8778		
	DB00165		DOID:8893		
	DB00165		DOID:8986		
	DB00165		DOID:9008		
	DB00165		DOID:9074		
	DB00165		DOID:9206		
	DB00165		DOID:9352		
	DB00165		DOID:9744		
	DB00165		DOID:9835		
	DB00165		DOID:9970		
	DB00169		DOID:0050425		
	DB00169		DOID:0050741		
	DB00169		DOID:0050742		
	DB00169		DOID:0060073		
	DB00169		DOID:1024		
	DB00169		DOID:10283		
	DB00169		DOID:10534		
	DB00169		DOID:10652		
	DB00169		DOID:10763		
	DB00169		DOID:1094		
	DB00169		DOID:11054		
	DB00169		DOID:11119		
	DB00169		DOID:1115		
DM	DB00169	Cholecalciferol	DOID:11476	osteoporosis	1.0
	DB00169		DOID:11612		
	DB00169		DOID:11714		
	DB00169		DOID:1192		
	DB00169		DOID:11934		
	DB00169		DOID:12236		
	DB00169		DOID:12306		
	DB00169		DOID:12361		
	DB00169		DOID:12365		
	DB00169		DOID:12849		
	DB00169		DOID:12930		
	DB00169		DOID:12995		
	DB00169		DOID:1312		
	DB00169		DOID:13189		
	DB00169		DOID:1319		
	DB00169		DOID:1324		
	DB00169		DOID:14221		
	DB00169		DOID:14227		
	DB00169		DOID:14268		
	DB00169		DOID:14330		
	DB00169		DOID:1459		
	DB00169		DOID:1595		
	DB00169		DOID:1612		
	DB00169		DOID:1686		
	DB00169		DOID:1781		
	DB00169		DOID:1793		
	DB00169		DOID:1826		
	DB00169		DOID:184		
	DB00169		DOID:1909		
	DB00169		DOID:1936		
	DB00169		DOID:2043		
	DB00169		DOID:216		
	DB00169		DOID:2174		
	DB00169		DOID:219		
	DB00169		DOID:2355		
	DB00169		DOID:2377		
	DB00169		DOID:2394		
	DB00169		DOID:2531		
	DB00169		DOID:263		
	DB00169		DOID:2841		
	DB00169		DOID:2994		
	DB00169		DOID:2998		
	DB00169		DOID:3070		
	DB00169		DOID:3083		
	DB00169		DOID:3277		
	DB00169		DOID:3310		
	DB00169		DOID:3312		
	DB00169		DOID:332		
	DB00169		DOID:3393		
	DB00169		DOID:3565		
	DB00169		DOID:3571		
	DB00169		DOID:363		
	DB00169		DOID:4045		
	DB00169		DOID:4159		
	DB00169		DOID:418		
	DB00169		DOID:4481		
	DB00169		DOID:4989		
	DB00169		DOID:5041		
	DB00169		DOID:5408		
	DB00169		DOID:5419		
	DB00169		DOID:585		
	DB00169		DOID:594		
	DB00169		DOID:635		
	DB00169		DOID:6364		
	DB00169		DOID:7147		
	DB00169		DOID:7148		
SYM	DB00169	Cholecalciferol	DOID:784	chronic kidney failure	2.0
	DB00169		DOID:824		
	DB00169		DOID:8398		
DM	DB00169	Cholecalciferol	DOID:8577	ulcerative colitis	1.0
	DB00169		DOID:8778		
DM	DB00169	Cholecalciferol	DOID:8893	psoriasis	1.0
	DB00169		DOID:8986		
	DB00169		DOID:9008		
	DB00169		DOID:9074		
	DB00169		DOID:9206		
	DB00169		DOID:9352		
	DB00169		DOID:9744		
	DB00169		DOID:9835		
	DB00169		DOID:9970		
	DB00175		DOID:0050425		
	DB00175		DOID:0050741		
	DB00175		DOID:0050742		
	DB00175		DOID:0060073		
	DB00175		DOID:1024		
NOT	DB00175	Pravastatin	DOID:10283	prostate cancer	2.0
	DB00175		DOID:10534		
	DB00175		DOID:10652		
	DB00175		DOID:10763		
	DB00175		DOID:1094		
	DB00175		DOID:11054		
	DB00175		DOID:11119		
	DB00175		DOID:1115		
	DB00175		DOID:11476		
	DB00175		DOID:11612		
	DB00175		DOID:11714		
	DB00175		DOID:1192		
	DB00175		DOID:11934		
	DB00175		DOID:12236		
	DB00175		DOID:12306		
	DB00175		DOID:12361		
	DB00175		DOID:12365		
	DB00175		DOID:12849		
	DB00175		DOID:12930		
	DB00175		DOID:12995		
	DB00175		DOID:1312		
	DB00175		DOID:13189		
	DB00175		DOID:1319		
	DB00175		DOID:1324		
	DB00175		DOID:14221		
	DB00175		DOID:14227		
	DB00175		DOID:14268		
	DB00175		DOID:14330		
	DB00175		DOID:1459		
	DB00175		DOID:1595		
	DB00175		DOID:1612		
	DB00175		DOID:1686		
	DB00175		DOID:1781		
	DB00175		DOID:1793		
	DB00175		DOID:1826		
	DB00175		DOID:184		
	DB00175		DOID:1909		
DM	DB00175	Pravastatin	DOID:1936	atherosclerosis	2.0
	DB00175		DOID:2043		
	DB00175		DOID:216		
	DB00175		DOID:2174		
	DB00175		DOID:219		
	DB00175		DOID:2355		
	DB00175		DOID:2377		
	DB00175		DOID:2394		
	DB00175		DOID:2531		
	DB00175		DOID:263		
	DB00175		DOID:2841		
	DB00175		DOID:2994		
	DB00175		DOID:2998		
	DB00175		DOID:3070		
	DB00175		DOID:3083		
	DB00175		DOID:3277		
	DB00175		DOID:3310		
	DB00175		DOID:3312		
	DB00175		DOID:332		
DM	DB00175	Pravastatin	DOID:3393	coronary artery disease	2.0
	DB00175		DOID:3565		
	DB00175		DOID:3571		
	DB00175		DOID:363		
	DB00175		DOID:4045		
	DB00175		DOID:4159		
	DB00175		DOID:418		
	DB00175		DOID:4481		
	DB00175		DOID:4989		
	DB00175		DOID:5041		
	DB00175		DOID:5408		
	DB00175		DOID:5419		
	DB00175		DOID:585		
	DB00175		DOID:594		
	DB00175		DOID:635		
	DB00175		DOID:6364		
	DB00175		DOID:7147		
	DB00175		DOID:7148		
	DB00175		DOID:784		
	DB00175		DOID:824		
	DB00175		DOID:8398		
	DB00175		DOID:8577		
	DB00175		DOID:8778		
	DB00175		DOID:8893		
	DB00175		DOID:8986		
	DB00175		DOID:9008		
	DB00175		DOID:9074		
	DB00175		DOID:9206		
	DB00175		DOID:9352		
	DB00175		DOID:9744		
	DB00175		DOID:9835		
	DB00175		DOID:9970		
	DB00176		DOID:0050425		
	DB00176		DOID:0050741		
	DB00176		DOID:0050742		
	DB00176		DOID:0060073		
	DB00176		DOID:1024		
	DB00176		DOID:10283		
	DB00176		DOID:10534		
	DB00176		DOID:10652		
	DB00176		DOID:10763		
	DB00176		DOID:1094		
	DB00176		DOID:11054		
	DB00176		DOID:11119		
	DB00176		DOID:1115		
	DB00176		DOID:11476		
	DB00176		DOID:11612		
	DB00176		DOID:11714		
	DB00176		DOID:1192		
	DB00176		DOID:11934		
	DB00176		DOID:12236		
	DB00176		DOID:12306		
	DB00176		DOID:12361		
	DB00176		DOID:12365		
	DB00176		DOID:12849		
	DB00176		DOID:12930		
	DB00176		DOID:12995		
	DB00176		DOID:1312		
	DB00176		DOID:13189		
	DB00176		DOID:1319		
	DB00176		DOID:1324		
	DB00176		DOID:14221		
	DB00176		DOID:14227		
	DB00176		DOID:14268		
	DB00176		DOID:14330		
	DB00176		DOID:1459		
SYM	DB00176	Fluvoxamine	DOID:1595	endogenous depression	3.0
	DB00176		DOID:1612		
	DB00176		DOID:1686		
	DB00176		DOID:1781		
	DB00176		DOID:1793		
	DB00176		DOID:1826		
	DB00176		DOID:184		
	DB00176		DOID:1909		
	DB00176		DOID:1936		
	DB00176		DOID:2043		
	DB00176		DOID:216		
	DB00176		DOID:2174		
	DB00176		DOID:219		
	DB00176		DOID:2355		
	DB00176		DOID:2377		
	DB00176		DOID:2394		
	DB00176		DOID:2531		
	DB00176		DOID:263		
	DB00176		DOID:2841		
	DB00176		DOID:2994		
	DB00176		DOID:2998		
	DB00176		DOID:3070		
	DB00176		DOID:3083		
	DB00176		DOID:3277		
	DB00176		DOID:3310		
	DB00176		DOID:3312		
	DB00176		DOID:332		
	DB00176		DOID:3393		
	DB00176		DOID:3565		
	DB00176		DOID:3571		
	DB00176		DOID:363		
	DB00176		DOID:4045		
	DB00176		DOID:4159		
	DB00176		DOID:418		
	DB00176		DOID:4481		
	DB00176		DOID:4989		
	DB00176		DOID:5041		
	DB00176		DOID:5408		
	DB00176		DOID:5419		
	DB00176		DOID:585		
SYM	DB00176	Fluvoxamine	DOID:594	panic disorder	3.0
	DB00176		DOID:635		
	DB00176		DOID:6364		
	DB00176		DOID:7147		
	DB00176		DOID:7148		
	DB00176		DOID:784		
	DB00176		DOID:824		
	DB00176		DOID:8398		
	DB00176		DOID:8577		
	DB00176		DOID:8778		
	DB00176		DOID:8893		
	DB00176		DOID:8986		
	DB00176		DOID:9008		
	DB00176		DOID:9074		
	DB00176		DOID:9206		
	DB00176		DOID:9352		
	DB00176		DOID:9744		
	DB00176		DOID:9835		
	DB00176		DOID:9970		
	DB00177		DOID:0050742		
	DB00177		DOID:0060073		
DM	DB00177	Valsartan	DOID:10763	hypertension	2.0
	DB00177		DOID:11714		
	DB00177		DOID:12995		
	DB00177		DOID:1312		
	DB00177		DOID:14221		
	DB00177		DOID:14227		
	DB00177		DOID:14268		
	DB00177		DOID:184		
	DB00177		DOID:216		
	DB00177		DOID:3277		
	DB00177		DOID:332		
DM	DB00177	Valsartan	DOID:3393	coronary artery disease	2.0
	DB00177		DOID:3565		
	DB00177		DOID:4989		
